Date,close
2010-01-04 00:00:00-05:00,1132.989990234375
2010-01-05 00:00:00-05:00,1136.52001953125
2010-01-06 00:00:00-05:00,1137.1400146484375
2010-01-07 00:00:00-05:00,1141.68994140625
2010-01-08 00:00:00-05:00,1144.97998046875
2010-01-11 00:00:00-05:00,1146.97998046875
2010-01-12 00:00:00-05:00,1136.219970703125
2010-01-13 00:00:00-05:00,1145.6800537109375
2010-01-14 00:00:00-05:00,1148.4599609375
2010-01-15 00:00:00-05:00,1136.030029296875
2010-01-19 00:00:00-05:00,1150.22998046875
2010-01-20 00:00:00-05:00,1138.0400390625
2010-01-21 00:00:00-05:00,1116.47998046875
2010-01-22 00:00:00-05:00,1091.760009765625
2010-01-25 00:00:00-05:00,1096.780029296875
2010-01-26 00:00:00-05:00,1092.1700439453125
2010-01-27 00:00:00-05:00,1097.5
2010-01-28 00:00:00-05:00,1084.530029296875
2010-01-29 00:00:00-05:00,1073.8699951171875
2010-02-01 00:00:00-05:00,1089.18994140625
2010-02-02 00:00:00-05:00,1103.3199462890625
2010-02-03 00:00:00-05:00,1097.280029296875
2010-02-04 00:00:00-05:00,1063.1099853515625
2010-02-05 00:00:00-05:00,1066.18994140625
2010-02-08 00:00:00-05:00,1056.739990234375
2010-02-09 00:00:00-05:00,1070.52001953125
2010-02-10 00:00:00-05:00,1068.1300048828125
2010-02-11 00:00:00-05:00,1078.469970703125
2010-02-12 00:00:00-05:00,1075.510009765625
2010-02-16 00:00:00-05:00,1094.8699951171875
2010-02-17 00:00:00-05:00,1099.510009765625
2010-02-18 00:00:00-05:00,1106.75
2010-02-19 00:00:00-05:00,1109.1700439453125
2010-02-22 00:00:00-05:00,1108.010009765625
2010-02-23 00:00:00-05:00,1094.5999755859375
2010-02-24 00:00:00-05:00,1105.239990234375
2010-02-25 00:00:00-05:00,1102.93994140625
2010-02-26 00:00:00-05:00,1104.489990234375
2010-03-01 00:00:00-05:00,1115.7099609375
2010-03-02 00:00:00-05:00,1118.31005859375
2010-03-03 00:00:00-05:00,1118.7900390625
2010-03-04 00:00:00-05:00,1122.969970703125
2010-03-05 00:00:00-05:00,1138.699951171875
2010-03-08 00:00:00-05:00,1138.5
2010-03-09 00:00:00-05:00,1140.449951171875
2010-03-10 00:00:00-05:00,1145.6099853515625
2010-03-11 00:00:00-05:00,1150.239990234375
2010-03-12 00:00:00-05:00,1149.989990234375
2010-03-15 00:00:00-04:00,1150.510009765625
2010-03-16 00:00:00-04:00,1159.4599609375
2010-03-17 00:00:00-04:00,1166.2099609375
2010-03-18 00:00:00-04:00,1165.8299560546875
2010-03-19 00:00:00-04:00,1159.9000244140625
2010-03-22 00:00:00-04:00,1165.81005859375
2010-03-23 00:00:00-04:00,1174.1700439453125
2010-03-24 00:00:00-04:00,1167.719970703125
2010-03-25 00:00:00-04:00,1165.72998046875
2010-03-26 00:00:00-04:00,1166.5899658203125
2010-03-29 00:00:00-04:00,1173.219970703125
2010-03-30 00:00:00-04:00,1173.27001953125
2010-03-31 00:00:00-04:00,1169.4300537109375
2010-04-01 00:00:00-04:00,1178.0999755859375
2010-04-05 00:00:00-04:00,1187.43994140625
2010-04-06 00:00:00-04:00,1189.43994140625
2010-04-07 00:00:00-04:00,1182.449951171875
2010-04-08 00:00:00-04:00,1186.43994140625
2010-04-09 00:00:00-04:00,1194.3699951171875
2010-04-12 00:00:00-04:00,1196.47998046875
2010-04-13 00:00:00-04:00,1197.300048828125
2010-04-14 00:00:00-04:00,1210.6500244140625
2010-04-15 00:00:00-04:00,1211.6700439453125
2010-04-16 00:00:00-04:00,1192.1300048828125
2010-04-19 00:00:00-04:00,1197.52001953125
2010-04-20 00:00:00-04:00,1207.1700439453125
2010-04-21 00:00:00-04:00,1205.93994140625
2010-04-22 00:00:00-04:00,1208.6700439453125
